GHGRP ID,Landfill ID,Landfill Name,State,Physical Address,City,County,Zip Code,Latitude,Longitude,Ownership Type,Landfill Owner Organization(s),Year Landfill Opened,Landfill Closure Year,Current Landfill Status,Waste in Place (tons),Waste in Place Year,LFG Collection System In Place?,LFG Collected (mmscfd),LFG Flared (mmscfd),Project ID,Current Project Status,Project Name,Project Start Date,Project Shutdown Date,Project Type Category,LFG Energy Project Type,RNG Delivery Method,Actual MW Generation,Rated MW Capacity,LFG Flow to Project (mmscfd),Current Year Emission Reductions (MMTCO2e/yr) - Direct,Current Year Emission Reductions (MMTCO2e/yr) - Avoided
1002786,1265,Greater Lebanon Refuse Authority LF,PA,1610 Russell Road,Lebanon,Lebanon,17046-1425,40.36401,-76.49443,Public,"Greater Lebanon Refuse Authority, PA",1959,2043,Open,"5,117,666",2022,Yes,0.846,0.006,180910-0,Operational,Project #2,9/13/07,,Electricity,Reciprocating Engine,,1.68,3.2,0.84,0.085,0.0082
1004483,672,Green Valley Landfill,KY,100 Addington Drive,Ashland,Greenup,41102,38.399,-82.811,Private,"Republic Services, Inc.",1993,2101,Open,"7,282,677",2022,Yes,1.5,0.532,742-0,Operational,Project #1,9/9/03,,Electricity,Reciprocating Engine,,1.92,2.4,0.97,0.0972,0.0093
1003638,1179,Hancock County Sanitary LF,OH,"10400 Allen Township Road 107
3763 County Road 140",Findlay,Hancock,45840,41.1125,-83.6785,Public,"Hancock County, OH",1969,2045,Open,"3,000,000",2014,Yes,1.66,,1253-0,Operational,Project #1,8/27/14,,Electricity,Reciprocating Engine,,3.2,3.2,1.584,0.1619,0.0155
1003137,1067,Hanes Mill Road Landfill,NC,325 West Hanes Mill Road,Winston-Salem,Forsyth,27105,36.1869,-80.2806,Public,"City of Winston-Salem, NC",1972,2036,Open,"12,940,263",2022,Yes,2.522,0.288,1140-0,Operational,Project #1,7/1/96,,Electricity,Gas Turbine,,3.81,4.5,2.24,0.1928,0.0185
1007240,695,Hardin County Landfill,KY,1620 Audubon Trace,Elizabethtown,Hardin,42701,37.7361,-85.6994,Public,"Hardin County Fiscal Court, KY",1997,2184,Open,"5,008,945",2022,Yes,1.379,0.737,765-0,Operational,Project #1,1/31/06,,Electricity,Reciprocating Engine,,1.33,2.4,0.644,0.0673,0.0065
,2254,Hatch Hill LF,ME,Hatch Hill Road,Augusta,Kennebec,4330,44.3228,-69.7087,Public,"City of Augusta, ME",1952,2033,Open,"1,100,000",2017,Yes,0.22,,180342-0,Operational,Project #1,1/1/19,,Electricity,Cogeneration,,0.55,,,0.0278,0.0027
1002008,2156,Hernando County Northwest Landfill,FL,14450 Landfill Road,Brooksville,Hernando,34614,28.66735,-82.486788,Public,"Hernando County, FL",1991,2028,Open,"3,267,874",2022,Yes,0.829,0.1,180227-0,Operational,Project #1,10/7/08,,Electricity,Reciprocating Engine,,1.43,1.6,0.729,0.0724,0.007
1007648,972,High Acres LF and Recycling Center,NY,425 Perinton Parkway,Fairport,Monroe,14450,43.08695,-77.37943,Private,WM,1972,2054,Open,"27,941,530",2022,Yes,10.033,5.726,1043-0,Operational,Project #1,1/1/91,,Electricity,Reciprocating Engine,,2.94,3.2,1.51,0.1488,0.0143
1007648,972,High Acres LF and Recycling Center,NY,425 Perinton Parkway,Fairport,Monroe,14450,43.08695,-77.37943,Private,WM,1972,2054,Open,"27,941,530",2022,Yes,10.033,5.726,1043-1,Operational,"Project #1, Expansion #1",3/1/08,,Electricity,Reciprocating Engine,,5.44,6.4,2.8,0.2753,0.0264
1003394,1917,Horry County SWA Landfill,SC,"1886 S Highway 90
McNeill Street",Conway,Horry,29526,33.8158,-78.9609,Public,"Horry County Solid Waste Authority, SC",1965,2042,Open,"8,133,644",2022,Yes,0.477,0.115,166972-0,Operational,Project #1,9/4/01,,Electricity,Reciprocating Engine,,0.69,2.2,0.362,0.0349,0.0034
1005258,1997,Hyland LF,NY,6653 Herdman Road,Angelica,Allegany,14709,42.285,-78.015,Private,"Casella Waste Systems, Inc.",1998,2029,Open,"8,169,162",2022,Yes,3.832,1.146,167082-0,Operational,Project #1,8/28/08,,Electricity,Reciprocating Engine,,4.42,4.8,2.686,0.2237,0.0215
1006514,1098,Iredell County LF,NC,354 Twin Oaks Road,Statesville,Iredell,28625,35.7768,-80.8244,Public,"Iredell County, NC",1978,2038,Open,"6,075,863",2022,Yes,1.309,0.035,1172-0,Operational,Project #1,8/15/08,,Electricity,Reciprocating Engine,,2.72,3.2,1.28,0.1376,0.0132
1003227,1388,Iris Glen Environmental Center,TN,1705 E. Main Street,Johnson City,Washington,37601,36.3294,-82.3322,Public,"City of Johnson City, TN",1994,2040,Open,"7,535,438",2022,Yes,1.194,0.874,201477-0,Operational,Project #2,11/2/11,,Electricity,Reciprocating Engine,,,0.92,0.321,0.0292,0.0028
1004752,11621,J.E.D. Solid Waste Management Facility,FL,1501 Omni Way,St. Cloud,Osceola,34773,28.064,-81.098,Private,"Waste Connections, Inc.",2004,2056,Open,"27,923,508",2022,Yes,3.884,0.597,181032-0,Operational,Project #1,3/1/17,,Electricity,Reciprocating Engine,,4.6,9.6,3.65,0.2328,0.0223
1004328,1697,Janesville City/Rock County Landfill,WI,525 Blackbridge Road,Janesville,Rock,53545,42.7046,-89.0218,Public,"City of Janesville, WI",1985,2036,Open,"5,611,938",2022,Yes,0.694,0.079,1777-0,Operational,Project #1,11/1/04,,Electricity,Reciprocating Engine,,0.9,3.15,0.615,0.0455,0.0044
1007671,547,Jay County LF,IN,5825 W 400 South,Portland,Jay,47371,40.376,-85.093,Private,WM,1970,2111,Open,"6,187,028",2022,Yes,1.3,0.01,614-0,Operational,Project #1,4/5/05,,Electricity,Reciprocating Engine,,1.9,3.2,0.852,0.0961,0.0092
1003624,835,Jefferson City Sanitary Landfill,MO,5605 Moreau River Access Road,Jefferson City,Cole,65101,38.5435,-92.1,Private,"Republic Services, Inc.",1979,2030,Open,"6,077,303",2022,Yes,2.116,0.505,905-0,Operational,Project #1,3/31/09,,Electricity,Cogeneration,,2.87,3.2,1.61,0.1452,0.0139
1007128,182,Johnson Canyon SLF,CA,31400 Johnson Canyon Road,Gonzales,Monterey,93926,36.53167,-121.40667,Public,"Salinas Valley Solid Waste Authority, CA",1976,2066,Open,"4,025,090",2022,Yes,2.319,1.592,239-0,Operational,Project #1,5/12/13,,Electricity,Reciprocating Engine,,1.24,1.4,0.729,0.0628,0.006
1004252,1100,Johnston County MSW LF,NC,680 County Home Road,Smithfield,Johnston,27577,35.5117,-78.4295,Public,"Johnston County, NC",1973,2057,Open,"4,488,131",2022,Yes,0.455,0,1174-0,Operational,Project #1,6/19/13,,Electricity,Reciprocating Engine,,1.02,1.6,0.484,0.0516,0.005
1002183,1832,Jones Crossroads Landfill,DE,28560 Landfill Lane,Georgetown,Sussex,19947,38.596,-75.439,Public,Delaware Solid Waste Authority,1984,2029,Open,"7,769,686",2022,Yes,2.858,1.158,166404-0,Operational,Project #1,10/24/06,,Electricity,Reciprocating Engine,,2.55,4.24,1.36,0.129,0.0124
1002183,1832,Jones Crossroads Landfill,DE,28560 Landfill Lane,Georgetown,Sussex,19947,38.596,-75.439,Public,Delaware Solid Waste Authority,1984,2029,Open,"7,769,686",2022,Yes,2.858,1.158,166404-1,Operational,"Project #1, Expansion #1",2/1/10,,Electricity,Reciprocating Engine,,0.64,1.06,0.34,0.0324,0.0031
1004011,184,Keller Canyon LF,CA,901 Bailey Road,Pittsburg,Contra Costa,94565,38.00472,-121.93611,Private,"Republic Services, Inc.",1992,2067,Open,"24,405,474",2022,Yes,4.724,3.279,241-0,Operational,Project #1,8/1/09,,Electricity,Reciprocating Engine,,2.84,3.8,1.45,0.1437,0.0138
1003464,2237,Kent County - South Kent LF,MI,10300 South Kent Drive SW,Byron Center,Kent,49315,42.78271,-85.67065,Public,"Kent County Department of Public Works, MI",1982,2030,Open,"9,204,741",2022,Yes,1.731,0.487,180325-0,Operational,Project #1,3/23/09,,Electricity,Reciprocating Engine,,2.73,3.2,1.24,0.1381,0.0133
1006261,1256,"Keystone Sanitary Landfill, Inc.",PA,249 Dunham Drive,Dunmore,Lackawanna,18512,41.427,-75.608,Private,"Keystone Sanitary Landfill, Inc.",1972,2067,Open,"52,825,826",2022,Yes,19.224,2.317,167018-0,Operational,Project #2 (Combination Project),7/28/98,,Electricity,Steam Turbine,,6.75,23.2,4.346,0.1708,0.0164
1004037,265,Kiefer LF,CA,12701 Kiefer Boulevard & Grant Line Road,Sloughhouse,Sacramento,95683,38.52099,-121.1989,Public,"Sacramento County, CA",1967,2098,Open,"34,481,556",2022,Yes,7.837,0.37,324-0,Operational,Project #1 (KLG I),1/1/99,,Electricity,Reciprocating Engine,,7.26,9.15,4.56,0.3674,0.0353
1004037,265,Kiefer LF,CA,12701 Kiefer Boulevard & Grant Line Road,Sloughhouse,Sacramento,95683,38.52099,-121.1989,Public,"Sacramento County, CA",1967,2098,Open,"34,481,556",2022,Yes,7.837,0.37,324-1,Operational,"Project #1, Expansion #1 (KLG II)",1/1/06,,Electricity,Reciprocating Engine,,5.6,6.1,3.2,0.2834,0.0272
1006300,2444,King and Queen Landfill,VA,1000 Iris Road,Little Plymouth,King and Queen,23091,37.665,-76.77,Public,"King and Queen County, VA",1993,2044,Open,"22,337,075",2022,Yes,4.005,0.753,180812-0,Operational,Project #1,12/7/07,,Electricity,Reciprocating Engine,,7.07,10,3.26,0.3578,0.0343
1007674,2071,King George Landfill Inc.,VA,10376 Bullock Drive,King George,King George,22485,38.26964,-77.30596,Public,"King George County, VA",1996,2041,Open,"35,829,175",2022,Yes,12.88,5.471,180122-0,Operational,Project #1,5/1/10,,Electricity,Gas Turbine,,8.1,9.3,5.56,0.4099,0.0393
1007674,2071,King George Landfill Inc.,VA,10376 Bullock Drive,King George,King George,22485,38.26964,-77.30596,Public,"King George County, VA",1996,2041,Open,"35,829,175",2022,Yes,12.88,5.471,180122-1,Operational,"Project #1, Expansion #1",1/1/11,,Electricity,Gas Turbine,,2.7,3.1,1.86,0.1366,0.0131
1007674,2071,King George Landfill Inc.,VA,10376 Bullock Drive,King George,King George,22485,38.26964,-77.30596,Public,"King George County, VA",1996,2041,Open,"35,829,175",2022,Yes,12.88,5.471,180122-2,Operational,"Project #1, Expansion #2",1/1/12,,Electricity,Cogeneration,,0,0,0,0,0
1000536,1672,La Crosse County Landfill,WI,"3200 Berlin Drive
6500 State Road 16",La Crosse,La Crosse,54601,43.878,-91.157,Public,"La Crosse County Solid Waste, WI",1976,2055,Open,"2,179,023",2022,Yes,0.299,0.006,1752-0,Operational,Project #1,3/12/12,,Electricity,Cogeneration,,0.49,1.137,0.293,0.0248,0.0024
1007649,1290,Lake View LF,PA,851 Robison Road East,Erie,Erie,16509,42.0619,-80.0178,Private,WM,1972,2071,Open,"18,046,220",2022,Yes,2.152,0.104,1365-0,Operational,Project #1,1/1/97,,Electricity,Reciprocating Engine,,4.52,6.1,2.05,0.2287,0.022
1002391,1266,Lanchester LF,PA,7224 Division Highway,Narvon,Lancaster,17555,40.1067,-75.9456,Public,"Chester County Solid Waste Authority, PA",1975,2032,Open,"15,776,659",2022,Yes,2.84,0,180969-0,Operational,Project #2,6/1/06,,Electricity,Reciprocating Engine,,1.6,1.6,0.79,0.081,0.0078
1002391,1266,Lanchester LF,PA,7224 Division Highway,Narvon,Lancaster,17555,40.1067,-75.9456,Public,"Chester County Solid Waste Authority, PA",1975,2032,Open,"15,776,659",2022,Yes,2.84,0,180969-1,Operational,"Project #2, Expansion #1",11/30/10,,Electricity,Reciprocating Engine,,1.6,1.6,0.79,0.081,0.0078
1002391,1266,Lanchester LF,PA,7224 Division Highway,Narvon,Lancaster,17555,40.1067,-75.9456,Public,"Chester County Solid Waste Authority, PA",1975,2032,Open,"15,776,659",2022,Yes,2.84,0,181069-0,Operational,Combination Project - Engines,12/6/13,,Electricity,Reciprocating Engine,,3.2,3.2,,0.081,0.0078
1002391,1266,Lanchester LF,PA,7224 Division Highway,Narvon,Lancaster,17555,40.1067,-75.9456,Public,"Chester County Solid Waste Authority, PA",1975,2032,Open,"15,776,659",2022,Yes,2.84,0,200412-0,Operational,Combination Project - Turbines,12/2/11,,Electricity,Cogeneration,,11.4,11.4,,0.2884,0.0277
1004679,11040,Land Recovery Landfill,WA,30919 Meridian Street East,Graham,Pierce,98338,46.971,-122.2905,Private,"Waste Connections, Inc.",1999,2032,Open,"22,732,671",2022,Yes,6.396,4.33,180950-0,Operational,Project #1,1/1/14,,Electricity,Reciprocating Engine,,3.68,4.8,2.07,0.1862,0.0179
1002557,2094,"Lee County LF, LLC",SC,1431 Sumter Highway,Bishopville,Lee,29010,34.18,-80.2725,Private,"Republic Services, Inc.",1994,2054,Open,"21,748,006",2022,Yes,3.393,2.579,180155-0,Operational,Project #1,3/1/05,,Electricity,Reciprocating Engine,,0.4,5.4,0.299,0.0202,0.0019
1002557,2094,"Lee County LF, LLC",SC,1431 Sumter Highway,Bishopville,Lee,29010,34.18,-80.2725,Private,"Republic Services, Inc.",1994,2054,Open,"21,748,006",2022,Yes,3.393,2.579,180155-1,Operational,"Project #1, Expansion #1",6/1/09,,Electricity,Gas Turbine,,1.12,5.5,0.836,0.0567,0.0054
1007812,1938,Liberty Landfill,IN,"8635 E. State Road 16
~2 miles east of Buffalo",Monticello,White,47960,40.886,-86.7,Private,WM,1982,2029,Open,"25,699,489",2022,Yes,5.825,0.414,180757-0,Operational,Project #2,8/1/05,,Electricity,Reciprocating Engine,,2.3,3.2,1.211,0.1164,0.0112
1007812,1938,Liberty Landfill,IN,"8635 E. State Road 16
~2 miles east of Buffalo",Monticello,White,47960,40.886,-86.7,Private,WM,1982,2029,Open,"25,699,489",2022,Yes,5.825,0.414,180757-1,Operational,"Project #2, Expansion #1",1/22/10,,Electricity,Reciprocating Engine,,2.88,3.2,1.515,0.1457,0.014
1007812,1938,Liberty Landfill,IN,"8635 E. State Road 16
~2 miles east of Buffalo",Monticello,White,47960,40.886,-86.7,Private,WM,1982,2029,Open,"25,699,489",2022,Yes,5.825,0.414,180757-2,Operational,"Project #2, Expansion #2",1/1/17,,Electricity,Reciprocating Engine,,5.12,6.4,2.69,0.2591,0.0249
1002249,497,Livingston LF,IL,14206 E. 2100 North Road,Pontiac,Livingston,61764,40.93178,-88.65735,Private,"Republic Services, Inc.",1978,2051,Open,"56,491,509",2022,Yes,10.45,3.599,562-1,Operational,"Project #1, Re-Start",10/31/13,,Electricity,Gas Turbine,,9.17,15,6.86,0.464,0.0445
1003260,931,Lockwood Regional LF,NV,2700 E. Mustang Road,Sparks,Storey,89434,39.494,-119.615,Private,WM,1969,2140,Open,"47,296,688",2022,Yes,3.901,2.694,1001-0,Operational,Project #1,4/9/12,,Electricity,Reciprocating Engine,,2.31,3.2,1.21,0.1169,0.0112
1004218,1275,Lycoming County Landfill,PA,447 Alexander Drive Route 15,Montgomery,Lycoming,17752,41.1519,-76.9194,Public,"Lycoming County Resource Management Services, PA",1978,2035,Open,"12,314,211",2022,Yes,2.727,0.14,180777-0,Operational,Project #3,10/1/12,,Electricity,Cogeneration,,4.91,6.4,2.73,0.2485,0.0239
1007756,2243,Mahoning LF,OH,3510 E. Garfield Road,New Springfield,Mahoning,44443,40.914603,-80.585632,Private,WM,1969,2087,Open,"7,835,537",2022,Yes,1.646,0.051,180331-0,Operational,Project #1,2/15/13,,Electricity,Reciprocating Engine,,3.17,4,1.6,0.1604,0.0154
1007610,1571,Maplewood Recycling & Waste Disposal,VA,20221 Maplewood Road,Jetersville,Amelia,23083,37.307,-78.0634,Private,WM,1993,2090,Open,"14,286,796",2022,Yes,3.528,1.573,1648-0,Operational,Project #1,8/28/01,,Electricity,Reciprocating Engine,,2.19,12.6,1.23,0.1108,0.0106
1007893,1807,Mesquite Creek LF,TX,1700 Kohlenberg Road,New Braunfels,Comal,78130,29.732474,-98.020419,Private,WM,1975,2032,Open,"12,830,722",2022,Yes,2.058,0.764,101866-0,Operational,Project #1,12/31/10,,Electricity,Reciprocating Engine,,2.36,3.2,1.3,0.1194,0.0115
1007727,624,Metro Park East Landfill,IA,"12181 University Avenue NE
12161 12th Avenue NE",Mitchellville,Polk,50169,41.600722,-93.345265,Public,"Metro Waste Authority, IA",1972,2057,Open,"22,919,749",2022,Yes,4.75,0.006,694-0,Operational,Project #1,1/1/93,,Electricity,Reciprocating Engine,,5.65,6.4,2.57,0.2859,0.0274
1007727,624,Metro Park East Landfill,IA,"12181 University Avenue NE
12161 12th Avenue NE",Mitchellville,Polk,50169,41.600722,-93.345265,Public,"Metro Waste Authority, IA",1972,2057,Open,"22,919,749",2022,Yes,4.75,0.006,694-1,Operational,"Project #1, Expansion #1",5/1/14,,Electricity,Reciprocating Engine,,4.24,4.8,2.18,0.2146,0.0206
1007725,1681,Metro RDF,WI,10712 South 124th Street,Franklin,Milwaukee,53132,42.84951,-88.065,Private,WM,1951,2032,Open,"27,672,053",2022,Yes,4.82,1.231,167058-0,Operational,Project #2,1/1/00,,Electricity,Reciprocating Engine,,2.84,3.2,1.506,0.1437,0.0138
1007725,1681,Metro RDF,WI,10712 South 124th Street,Franklin,Milwaukee,53132,42.84951,-88.065,Private,WM,1951,2032,Open,"27,672,053",2022,Yes,4.82,1.231,1761-0,Operational,Project #1,1/1/86,,Electricity,Gas Turbine,,2.68,6.2,2.168,0.1356,0.013
1007635,2072,Middle Peninsula Landfill,VA,3714 Waste Management Way,Saluda,Gloucester,23149,37.5202,-76.6201,Private,WM,1995,2072,Open,"13,286,731",2022,Yes,4.513,1.498,180123-0,Operational,Project #1,9/1/09,,Electricity,Reciprocating Engine,,5.79,6.4,3.02,0.293,0.0281
1007298,945,Middlesex County LF,NJ,53 Edgeboro Road,East Brunswick,Middlesex,8816,40.4688,-74.3961,Public,"Middlesex County Utilities Authority, NJ",1992,2029,Open,"17,250,222",2022,Yes,6.644,0.758,1016-0,Operational,Combination Project,1/1/01,,Electricity,Combined Cycle,,20,22.5,7.56,0.3374,0.0324
1007298,945,Middlesex County LF,NJ,53 Edgeboro Road,East Brunswick,Middlesex,8816,40.4688,-74.3961,Public,"Middlesex County Utilities Authority, NJ",1992,2029,Open,"17,250,222",2022,Yes,6.644,0.758,181100-2,Operational,"Combination Project, De-Expansion #2",1/1/20,,Electricity,Reciprocating Engine,,1.97,9.6,1.25,0.0698,0.0067
1002951,992,Mill Seat LF,NY,303 Brew Road,Bergen,Monroe,14416,43.06504,-77.9328,Public,"Monroe County, NY",1993,2057,Open,"16,101,162",2022,Yes,5.14,1.978,1064-0,Operational,Project #1,7/1/07,,Electricity,Reciprocating Engine,,4.4,4.8,2.37,0.2227,0.0214
1002951,992,Mill Seat LF,NY,303 Brew Road,Bergen,Monroe,14416,43.06504,-77.9328,Public,"Monroe County, NY",1993,2057,Open,"16,101,162",2022,Yes,5.14,1.978,1064-1,Operational,"Project #1, Expansion #1",1/1/09,,Electricity,Reciprocating Engine,,1.46,1.6,0.79,0.0739,0.0071
1002002,754,Millersville SLF,MD,389 Burns Crossing Road,Severn,Anne Arundel,21144,39.0945,-76.6656,Public,"Anne Arundel County Dept. of Public Works, Bureau of Waste Mmgt. Services, MD",1975,2048,Open,"8,887,949",2022,Yes,1.701,0.112,824-0,Operational,Project #1,6/27/12,,Electricity,Reciprocating Engine,,2.67,3.2,1.59,0.1351,0.013
1004840,2191,Milner Butte Landfill,ID,1050 West 400 South,Burley,Cassia,83318,42.462,-114.005,Public,"Southern Idaho Regional Solid Waste District, ID",1994,2060,Open,"5,332,566",2022,Yes,0.977,0.008,180268-0,Operational,Project #1,6/27/18,,Electricity,Reciprocating Engine,,2.09,2.6,0.969,0.1058,0.0102
1004840,2191,Milner Butte Landfill,ID,1050 West 400 South,Burley,Cassia,83318,42.462,-114.005,Public,"Southern Idaho Regional Solid Waste District, ID",1994,2060,Open,"5,332,566",2022,Yes,0.977,0.008,180268-1,Operational,"Project #1, Expansion #1",6/30/23,,Electricity,Reciprocating Engine,,,1.3,,0,0
1003732,993,Modern Landfill Inc,NY,1445 Pletcher Road,Youngstown,Niagara,14174,43.210708,-78.978997,Private,"Modern Disposal Services, Inc",1983,2038,Open,"24,230,396",2022,Yes,3.83,0,1065-2,Operational,"Project #1, De-Expansion #1",7/1/16,,Electricity,Reciprocating Engine,,3.96,4.8,1.884,0.2004,0.0192
1003732,993,Modern Landfill Inc,NY,1445 Pletcher Road,Youngstown,Niagara,14174,43.210708,-78.978997,Private,"Modern Disposal Services, Inc",1983,2038,Open,"24,230,396",2022,Yes,3.83,0,1065-3,Operational,"Project #1, De-Expansion #2",12/1/17,,Electricity,Reciprocating Engine,,3.55,5.6,1.946,0.1796,0.0172
1007856,397,Monarch Hill Landfill,FL,"2700 NW 48th Street
(2700 Wiles Road)",Pompano Beach,Broward,33073,26.283,-80.161,Private,WM,1965,2030,Open,"77,055,682",2022,Yes,15.821,9.953,462-0,Operational,Project #1,5/1/89,,Electricity,Gas Turbine,,6.93,9.3,5.88,0.3507,0.0337
1004550,217,Monterey Peninsula SLF,CA,14201 Del Monte Blvd,Marina,Monterey,93933,36.71333,-121.76667,Public,"Monterey Regional Waste Management District, CA",1966,2132,Open,"14,154,230",2022,Yes,2.824,1.054,274-3,Operational,"Project #1, Expansion #3",1/1/98,,Electricity,Reciprocating Engine,,0.987,,,0.0499,0.0048
1004550,217,Monterey Peninsula SLF,CA,14201 Del Monte Blvd,Marina,Monterey,93933,36.71333,-121.76667,Public,"Monterey Regional Waste Management District, CA",1966,2132,Open,"14,154,230",2022,Yes,2.824,1.054,274-4,Operational,"Project #1, Expansion #4",1/1/02,,Electricity,Reciprocating Engine,,1.057,,,0.0535,0.0051
1004550,217,Monterey Peninsula SLF,CA,14201 Del Monte Blvd,Marina,Monterey,93933,36.71333,-121.76667,Public,"Monterey Regional Waste Management District, CA",1966,2132,Open,"14,154,230",2022,Yes,2.824,1.054,274-5,Operational,"Project #1, Expansion #5",1/1/06,,Electricity,Cogeneration,,1.6,1.6,,0.081,0.0078
1004550,217,Monterey Peninsula SLF,CA,14201 Del Monte Blvd,Marina,Monterey,93933,36.71333,-121.76667,Public,"Monterey Regional Waste Management District, CA",1966,2132,Open,"14,154,230",2022,Yes,2.824,1.054,274-6,Operational,"Project #1, Expansion #6",1/1/09,,Electricity,Reciprocating Engine,,1.4,,,0.0708,0.0068
1001642,685,Morehead Landfill Inc.,KY,300 Old Phelps Road,Morehead,Rowan,40351,38.189024,-83.542983,Private,WM,1974,2052,Open,"2,922,765",2022,Yes,0.801,0.33,755-0,Operational,Project #1,10/9/19,,Electricity,Reciprocating Engine,,0.94,1.4,0.47,0.0476,0.0046
1004164,1297,"Mostoller Landfill, Inc.",PA,7095 Glades Pike Route 31,Somerset,Somerset,15501,39.9719,-78.9897,Private,WM,2000,2024,Open,"7,001,876",2022,Yes,1.546,1.084,1372-1,Operational,"Project #1, De-Expansion #1",1/1/21,,Electricity,Reciprocating Engine,,1.12,3.2,0.53,0.0567,0.0054
1007935,1259,Mountain View Reclamation Landfill,PA,9446 Letzburg Road,Greencastle,Franklin,17225,39.7947,-77.8033,Private,WM,1977,2049,Open,"12,369,920",2022,Yes,1.84,0.081,1334-0,Operational,Project #1,6/30/03,,Electricity,Reciprocating Engine,,3.28,16.8,1.794,0.166,0.0159
1007520,554,National Serv-All LF,IN,6231 MacBeth Road,Fort Wayne,Allen,46809,41.03109,-85.21634,Private,"Republic Services, Inc.",1966,2053,Open,"23,268,406",2022,Yes,5.244,3.332,200548-0,Operational,Project #4,5/29/14,,Electricity,Reciprocating Engine,,6.4,6.4,,0.3239,0.0311
1004052,220,Neal Road Recycling and Waste Facility,CA,1023 Neal Road,Paradise,Butte,95969,39.67425,-121.72929,Public,"Butte County, CA",1970,2047,Open,"7,388,518",2022,Yes,1.342,0.286,277-0,Operational,Project #1,2/13/13,,Electricity,Reciprocating Engine,,1.69,2.3,1.057,0.0855,0.0082
1007662,2133,New River Resource Authority SWMF,VA,7100 Cloyd's Mountain Road,Dublin,Pulaski,24084,37.1975,-80.685,Public,"New River Resource Authority (NRRA), VA",1997,2045,Open,"4,230,822",2022,Yes,1.241,0.251,180197-0,Operational,Project #1,1/31/15,,Electricity,Reciprocating Engine,,2,5.4,0.99,0.1012,0.0097
1007029,756,Newland Park SLF,MD,6948 Brick Kiln Road,Salisbury,Wicomico,21801,38.385,-75.6336,Public,"Wicomico County, MD",1960,2038,Open,"4,199,445",2022,Yes,0.977,0.039,826-0,Operational,Project #1,4/23/07,,Electricity,Reciprocating Engine,,1.83,3.15,0.938,0.0926,0.0089
1005261,2041,NEWSVT Landfill,VT,"21 Landfill Lane
off Airport Road",Newport,Orleans,5855,44.908583,-72.2215,Private,"Casella Waste Systems, Inc.",1970,2038,Open,"10,286,300",2022,Yes,3.992,,167126-1,Operational,"Project #1, Expansion #1",1/5/07,,Electricity,Reciprocating Engine,,1.14,1.6,0.54,0.0577,0.0055
1005261,2041,NEWSVT Landfill,VT,"21 Landfill Lane
off Airport Road",Newport,Orleans,5855,44.908583,-72.2215,Private,"Casella Waste Systems, Inc.",1970,2038,Open,"10,286,300",2022,Yes,3.992,,167126-2,Operational,"Project #1, Expansion #2",7/1/09,,Electricity,Reciprocating Engine,,1.14,1.6,0.54,0.0577,0.0055
1007729,2240,Northern Oaks Recycling & Disposal Facility,MI,513 North County Farm Road,Harrison,Clare,48625,43.993,-84.798,Private,WM,1992,2066,Open,"4,838,025",2022,Yes,1.206,0.321,181047-0,Operational,Project #2,12/1/10,,Electricity,Reciprocating Engine,,0.81,1.6,0.374,0.041,0.0039
1000031,1786,Northwest Regional MSW Landfill,AZ,19401 W. Deer Valley Road,Surprise,Maricopa,85387,33.678,-112.481,Private,WM,1983,2090,Open,"25,268,077",2022,Yes,1.929,0.832,101839-0,Operational,Project #1,8/1/12,,Electricity,Reciprocating Engine,,2.24,3.2,1.1,0.1134,0.0109
1002477,2268,Oak Grove Landfill,GA,"967 Carl Bethlehem Road
3 mi SW of Winder, off SR 324",Winder,Barrow,30680,33.9659,-83.7728,Private,"Republic Services, Inc.",1978,2029,Open,"23,352,862",2022,Yes,3.745,1.675,200830-0,Operational,Project #2,7/22/16,,Electricity,Reciprocating Engine,,3.77,6.5,2.07,0.1908,0.0183
1007990,668,Oak Grove Landfill,KS,1150 E 700th Avenue,Arcadia,Crawford,66711,37.62973,-94.64125,Private,GFL Environmental USA Inc.,1991,2030,Open,"5,209,269",2022,Yes,1.591,0.686,738-0,Operational,Project #1,2/8/10,,Electricity,Reciprocating Engine,,0.82,1.6,0.432,0.0415,0.004
1007990,668,Oak Grove Landfill,KS,1150 E 700th Avenue,Arcadia,Crawford,66711,37.62973,-94.64125,Private,GFL Environmental USA Inc.,1991,2030,Open,"5,209,269",2022,Yes,1.591,0.686,738-1,Operational,"Project #1, Expansion #1",12/1/13,,Electricity,Reciprocating Engine,,1,1.953,0.527,0.0506,0.0049
1007581,556,Oak Ridge RDF,IN,2905 South 150 East,Logansport,Cass,46947,40.71977,-86.3462,Private,WM,1988,2088,Open,"8,909,761",2022,Yes,1.545,0.002,625-0,Operational,Project #1,12/1/03,,Electricity,Reciprocating Engine,,2.75,3.2,1.54,0.1392,0.0134
1002667,951,Ocean County LF,NJ,2498 Route 70,Manchester,Ocean,8759,40.025,-74.255,Private,Ocean County Landfill Corp.,1973,2025,Open,"21,564,513",2022,Yes,6.898,1.489,1022-0,Operational,Project #1,2/1/97,,Electricity,Reciprocating Engine,,4.48,4.8,2.65,0.2267,0.0218
