GHGRP ID,Landfill ID,Landfill Name,State,Physical Address,City,County,Zip Code,Latitude,Longitude,Ownership Type,Landfill Owner Organization(s),Year Landfill Opened,Landfill Closure Year,Current Landfill Status,Waste in Place (tons),Waste in Place Year,LFG Collection System In Place?,LFG Collected (mmscfd),LFG Flared (mmscfd),Project ID,Current Project Status,Project Name,Project Start Date,Project Shutdown Date,Project Type Category,LFG Energy Project Type,RNG Delivery Method,Actual MW Generation,Rated MW Capacity,LFG Flow to Project (mmscfd),Current Year Emission Reductions (MMTCO2e/yr) - Direct,Current Year Emission Reductions (MMTCO2e/yr) - Avoided
1003679,286,Sunshine Canyon Landfill,CA,14747 San Fernando Road,Sylmar,Los Angeles,91342,34.32352,-118.50294,Private,"Republic Services, Inc.",1955,2037,Open,"72,985,822",2022,Yes,24.951,13.477,166995-0,Operational,Project #2,9/1/14,,Electricity,Gas Turbine,,18.83,23,11.474,0.9528,0.0915
1003569,444,Superior Landfill & Recycling Center,GA,3001 Little Neck Road,Savannah,Chatham,31419,32.025,-81.28,Private,WM,1991,2031,Open,"12,632,841",2022,Yes,3.177,0.121,509-0,Operational,Project #1,12/31/09,,Electricity,Reciprocating Engine,,5.52,6.4,3.06,0.2793,0.0268
1005535,2292,Surry County LF 1 & LF 3,NC,"419 Landfill Road
237 Landfill Road",Mt. Airy,Surry,27030,36.4417,-80.5707,Public,"Surry County, NC",1969,2045,Open,"2,902,572",2022,Yes,0.309,0,1211-0,Operational,Project #1,6/1/13,,Electricity,Reciprocating Engine,,0.73,1.6,0.309,0.0369,0.0036
1003680,287,Sycamore SLF,CA,8514 Mast Boulevard,Santee,San Diego,92071,32.8496,-117.02667,Private,"Republic Services, Inc.",1962,2091,Open,"34,499,568",2022,Yes,5.287,1.969,347-1,Operational,"Project #1, Expansion #1",4/1/04,,Electricity,Gas Turbine,,1.78,3,1.818,0.0901,0.0087
1003680,287,Sycamore SLF,CA,8514 Mast Boulevard,Santee,San Diego,92071,32.8496,-117.02667,Private,"Republic Services, Inc.",1962,2091,Open,"34,499,568",2022,Yes,5.287,1.969,347-2,Operational,"Project #1, Replacement Units",5/16/11,,Electricity,Gas Turbine,,1.43,2.4,1.455,0.0724,0.007
1002634,289,Tajiguas SLF,CA,14470 Calle Real,Gaviota,Santa Barbara,93117,34.47694,-120.12417,Public,"Santa Barbara County, CA",1967,2027,Open,"11,784,454",2022,Yes,1.693,,201712-0,Operational,Project #2,7/16/21,,Electricity,Cogeneration,,,2.86,,0,0
1002547,1968,Three Rivers Regional Landfill,MS,"1904 Pontotoc Pkwy, West",Pontotoc,Pontotoc,38863,34.295073,-89.058313,Public,"Three Rivers Regional Solid Waste Management Authority, MS",1995,2057,Open,"5,529,570",2022,Yes,0.758,,167050-0,Operational,Project #1,2/7/12,,Electricity,Reciprocating Engine,,0.999,1.2,,0.0506,0.0049
1002547,1968,Three Rivers Regional Landfill,MS,"1904 Pontotoc Pkwy, West",Pontotoc,Pontotoc,38863,34.295073,-89.058313,Public,"Three Rivers Regional Solid Waste Management Authority, MS",1995,2057,Open,"5,529,570",2022,Yes,0.758,,167050-1,Operational,"Project #1, Expansion #1",6/30/19,,Electricity,Cogeneration,,0,0,0,0,0
1007705,2407,Timberline Trail Recycling & Disposal Facility,WI,N4581 N. Hutchinson Road,Weyerhaeuser,Rusk,54895,45.45417,-91.35838,Private,WM,1995,2121,Open,"4,740,866",2022,Yes,1.26,0.072,180768-0,Operational,Project #1,1/23/06,,Electricity,Cogeneration,,2.09,3.2,1.183,0.1058,0.0102
1005166,1935,Toa Baja LF,PR,"Road 865, Bo. Candelaria Ward
NW of SR #866 & De Diego Hwy # PR 22",Toa Baja,Toa Baja,961,18.421713,-66.204524,Public,"Municipality of Toa Baja, PR",1974,2030,Open,"12,111,173",2022,Yes,1.194,0.064,167006-0,Operational,Project #1,7/21/17,,Electricity,Reciprocating Engine,,2.4,2.4,1.224,0.1214,0.0117
1005155,988,Town of Colonie SLF,NY,4 Arrowhead Lane,Cohoes,Albany,12047,42.807825,-73.730981,Public,"Town of Colonie, NY",1963,2038,Open,"9,198,250",2022,Yes,2.831,0.085,1060-0,Operational,Project #1,3/9/06,,Electricity,Reciprocating Engine,,4.38,6.4,2.746,0.2216,0.0213
1007897,405,Trail Ridge Landfill Inc.,FL,5110 U.S. Highway 301 S,Baldwin,Duval,32234,30.2246,-82.0447,Public,"City of Jacksonville, FL",1992,2081,Open,"24,112,688",2022,Yes,3.074,1.162,470-0,Operational,Project #1,12/18/08,,Electricity,Reciprocating Engine,,3.84,9.6,1.985,0.1943,0.0187
1003864,1543,Trans-Jordan LF,UT,"10473 South Bacchus Highway
U-111",South Jordan,Salt Lake,84009,40.55862,-112.053,Public,"Trans-Jordan Cities, UT",1958,2032,Open,"11,960,942",2022,Yes,2.274,0,1620-0,Operational,Project #1,4/1/09,,Electricity,Reciprocating Engine,,4.43,4.8,2.25,0.2242,0.0215
1007879,1839,Turnkey Recycling and Environmental Enterprise (TREE),NH,90 Rochester Neck Road,Rochester,Strafford,3839,43.2448,-70.9695,Private,WM,1979,2035,Open,"40,887,552",2022,Yes,10.619,2.272,166414-0,Operational,Project #2 & Expansion #1,1/1/92,,Electricity,Reciprocating Engine,,1.26,3.2,0.679,0.0638,0.0061
1007879,1839,Turnkey Recycling and Environmental Enterprise (TREE),NH,90 Rochester Neck Road,Rochester,Strafford,3839,43.2448,-70.9695,Private,WM,1979,2035,Open,"40,887,552",2022,Yes,10.619,2.272,167009-0,Operational,Project #3,1/1/98,,Electricity,Cogeneration,,4.79,6.2,3.578,0.2424,0.0233
1007879,1839,Turnkey Recycling and Environmental Enterprise (TREE),NH,90 Rochester Neck Road,Rochester,Strafford,3839,43.2448,-70.9695,Private,WM,1979,2035,Open,"40,887,552",2022,Yes,10.619,2.272,167009-1,Operational,"Project #3, Expansion #1 (CHP)",1/1/11,,Electricity,Cogeneration,,0,,0,0,0
1003035,1074,Tuscarora Long-Term Regional Landfill,NC,7400 Old Highway 70 West,New Bern,Craven,28562,35.16296,-77.22612,Public,"Coastal Environmental Partnership, NC",1994,2049,Open,"5,590,456",2022,Yes,1.645,0.227,1147-0,Operational,Project #1,7/16/07,,Electricity,Reciprocating Engine,,2.69,5.4,1.418,0.1361,0.0131
1007638,567,Twin Bridges RDF,IN,124 Twin Bridges Road,Danville,Hendricks,46122,39.75,-86.5,Private,WM,1973,2034,Open,"31,058,242",2022,Yes,6.908,2.599,637-0,Operational,Project #1,9/1/94,,Electricity,Reciprocating Engine,,1.68,3.2,0.753,0.085,0.0082
1007638,567,Twin Bridges RDF,IN,124 Twin Bridges Road,Danville,Hendricks,46122,39.75,-86.5,Private,WM,1973,2034,Open,"31,058,242",2022,Yes,6.908,2.599,637-1,Operational,"Project #1, Expansion #1",6/1/02,,Electricity,Reciprocating Engine,,1.68,3.2,0.753,0.085,0.0082
1007638,567,Twin Bridges RDF,IN,124 Twin Bridges Road,Danville,Hendricks,46122,39.75,-86.5,Private,WM,1973,2034,Open,"31,058,242",2022,Yes,6.908,2.599,637-2,Operational,"Project #1, Expansion #2",1/16/09,,Electricity,Reciprocating Engine,,1.68,3.2,0.753,0.085,0.0082
1007638,567,Twin Bridges RDF,IN,124 Twin Bridges Road,Danville,Hendricks,46122,39.75,-86.5,Private,WM,1973,2034,Open,"31,058,242",2022,Yes,6.908,2.599,637-3,Operational,"Project #1, Expansion #3",8/1/12,,Electricity,Reciprocating Engine,,1.68,3.2,0.753,0.085,0.0082
1007896,2043,Two Pine Landfill,AR,100 Two Pine Drive,North Little Rock,Pulaski,72117,34.8371,-92.1497,Private,WM,1981,2063,Open,"14,766,106",2022,Yes,2.134,0.672,167128-0,Operational,Project #1,10/1/06,,Electricity,Reciprocating Engine,,2.89,4.8,1.46,0.1462,0.014
1004485,2126,Union County Regional MSW Landfill,SC,898 Wildcat Road,Enoree,Union,29335,34.6125,-81.821,Private,"Republic Services, Inc.",2002,2122,Open,"12,635,807",2022,Yes,2.212,1.29,180187-0,Operational,Project #1,4/1/15,,Electricity,Reciprocating Engine,,1.92,3.2,0.924,0.0972,0.0093
1004831,1110,Uwharrie Environmental Regional LF,NC,501 Landfill Road,Mount Gilead,Montgomery,27306,35.3415,-79.961,Private,"Republic Services, Inc.",1997,2050,Open,"16,910,659",2022,Yes,3.636,0.247,1184-0,Operational,Combination Project,7/28/14,,Electricity,Reciprocating Engine,,4.85,9.6,2.64,0.1227,0.0118
1007704,1705,Valley Trail Recycling & Disposal Facility,WI,N9101 Willard Road,Berlin,Green Lake,54923,43.95983,-88.90632,Private,WM,1969,2041,Open,"11,928,379",2022,Yes,1.73,0.444,180237-0,Operational,Project #2,8/1/01,,Electricity,Reciprocating Engine,,1.66,2.4,0.89,0.084,0.0081
1007040,309,Vasco Road SLF,CA,4001 North Vasco Road,Livermore,Alameda,94550,37.75333,-121.72333,Private,"Republic Services, Inc.",1962,2034,Open,"29,202,727",2022,Yes,2.322,0.31,369-0,Operational,Project #1,2/22/14,,Electricity,Reciprocating Engine,,3.87,,2.01,0.1958,0.0188
1007703,1888,Venice Park Recycling & Disposal Facility,MI,9536 Lennon Road,Lennon,Shiawassee,48449,42.979932,-83.972657,Private,WM,1981,2044,Open,"11,887,381",2022,Yes,2.819,0.134,166937-0,Operational,Project #1,3/1/92,,Electricity,Reciprocating Engine,,1.17,1.6,0.63,0.0592,0.0057
1007703,1888,Venice Park Recycling & Disposal Facility,MI,9536 Lennon Road,Lennon,Shiawassee,48449,42.979932,-83.972657,Private,WM,1981,2044,Open,"11,887,381",2022,Yes,2.819,0.134,166937-2,Operational,"Project #1, Expansions #3 & #4",5/8/12,,Electricity,Reciprocating Engine,,3.69,6.4,1.941,0.1867,0.0179
1006561,1596,Virginia Beach Landfill No. 2,VA,1989 Jake Sears Road,Virginia Beach,Virginia Beach city,23464,36.785,-76.205,Public,"City of Virginia Beach, VA",1971,2039,Open,"7,500,000",,Yes,1.2,0.6,1675-0,Operational,Project #1,11/23/01,,Electricity,Reciprocating Engine,,0.27,10.8,0.287,0.0137,0.0013
1005274,1150,Wayne County LF,NC,460B South Landfill Road,Dudley,Wayne,28333,35.2908,-78.0647,Public,"Wayne County, NC",1974,2050,Open,"4,170,975",2022,Yes,0.458,0.002,1224-0,Operational,Project #1,12/31/10,,Electricity,Reciprocating Engine,,1.08,2.2,0.499,0.0547,0.0053
1004251,1918,Wellford LF,SC,595 Little Mountain Road,Wellford,Spartanburg,29385,34.99667,-82.13861,Public,"Spartanburg County Public Works Department, SC",1977,2041,Open,"4,224,180",2022,Yes,0.401,0.382,180996-0,Operational,Project #2,5/31/11,,Electricity,Reciprocating Engine,,0.03,1.6,0.014,0.0015,0.0002
1007889,1387,West Camden Sanitary Landfill,TN,2410 Highway 70 West,Camden,Benton,38320,36.0545,-88.1375,Private,WM,1994,2041,Open,"14,419,069",2022,Yes,2.716,0.755,1463-0,Operational,Project #1,12/31/12,,Electricity,Reciprocating Engine,,4.23,4.8,1.96,0.214,0.0205
1005061,214,West Miramar SLF,CA,5180 Convoy Street,San Diego,San Diego,92111,32.856,-117.162,Public,United States Navy,1983,2025,Open,"47,380,561",2022,Yes,6.656,,166990-0,Operational,Project #2 (NCCF),3/1/99,,Electricity,Reciprocating Engine,,3.3,3.8,,0.167,0.016
1005061,214,West Miramar SLF,CA,5180 Convoy Street,San Diego,San Diego,92111,32.856,-117.162,Public,United States Navy,1983,2025,Open,"47,380,561",2022,Yes,6.656,,271-0,Operational,Combination Project #1 (MBC Cogen),6/30/97,,Electricity,Cogeneration,,6.4,6.4,4.41,0.2915,0.028
1005061,214,West Miramar SLF,CA,5180 Convoy Street,San Diego,San Diego,92111,32.856,-117.162,Public,United States Navy,1983,2025,Open,"47,380,561",2022,Yes,6.656,,271-1,Operational,"Combination Project #1, Expansion #1 (MP2)",6/14/12,,Electricity,Reciprocating Engine,,3.2,3.2,1.73,0.1457,0.014
1006501,247,Western Regional SLF,CA,3195 Athens Avenue,Lincoln,Placer,95648,38.83583,-121.34472,Public,"Western Placer Waste Management Authority, CA",1979,2058,Open,"9,015,211",2022,Yes,3.027,1.164,306-0,Operational,Project #1,7/1/04,,Electricity,Reciprocating Engine,,1.56,2.4,0.9,0.0789,0.0076
1006501,247,Western Regional SLF,CA,3195 Athens Avenue,Lincoln,Placer,95648,38.83583,-121.34472,Public,"Western Placer Waste Management Authority, CA",1979,2058,Open,"9,015,211",2022,Yes,3.027,1.164,306-1,Operational,"Project #1, Expansion #1",11/1/12,,Electricity,Reciprocating Engine,,1.56,2.4,0.9,0.0789,0.0076
1001993,1896,Whitefeather Landfill,MI,2401 East Whitefeather Road,Pinconning,Bay,48650,43.8963,-83.9482,Private,"Republic Services, Inc.",1990,2029,Open,"4,808,682",2022,Yes,0.944,0.035,166946-0,Operational,Project #1,7/1/09,,Electricity,Reciprocating Engine,,1.79,3.2,0.911,0.0906,0.0087
1007124,461,"WI Taylor County Disposal, LLC",GA,33 Stewart Road,Mauk,Taylor,31058,32.462263,-84.371526,Private,GFL Environmental USA Inc.,1989,2037,Open,"18,300,772",2022,Yes,2.472,1.301,526-2,Operational,"Project #1, De-Expansion #1",1/1/19,,Electricity,Reciprocating Engine,,3.49,8,2.11,0.1766,0.017
1003711,10404,"Wolf Creek Landfill, LLC",GA,"911 Landfill Road
off Hwy 80 (Jeffersonville Road)",Dry Branch,Twiggs,31020,32.770535,-83.437873,Private,WM,1992,2064,Open,"7,727,092",2022,Yes,4.535,3.373,180882-0,Operational,Project #1,12/12/11,,Electricity,Reciprocating Engine,,2.18,,1.16,0.1103,0.0106
1011371,327,Yolo County Central LF,CA,44090 County Road 28H,Woodland,Yolo,95776,38.59028,-121.69222,Public,"Yolo County, CA",1975,2124,Open,"9,130,278",2022,Yes,1.848,0.487,387-0,Operational,Project #1,3/1/97,,Electricity,Reciprocating Engine,,2.2,2.4,1.361,0.1113,0.0107
1001909,398,Zemel Road Landfill,FL,29751 Zemel Road,Punta Gorda,Charlotte,33955,26.794446,-81.960278,Public,"Charlotte County Solid Waste, FL",1975,2036,Open,"5,470,855",2022,Yes,0.192,0.006,463-0,Operational,Project #1,10/14/11,,Electricity,Reciprocating Engine,,0.35,3,0.186,0.0177,0.0017
1007645,1254,Alliance SLF,PA,398 South Keyser Avenue,Taylor,Lackawanna,18517,41.398,-75.735,Private,WM,1987,2046,Open,"25,448,466",2022,Yes,7.609,0.54,200997-0,Operational,Project #3 (Combination Project) (Assai),12/30/21,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,18.9,0.9265,0.0746
1007699,39,Altamont Landfill & Resource Recovery Facility,CA,10840 Altamont Pass Road,Livermore,Alameda,94551,37.75,-121.65667,Private,WM,1980,2051,Open,"68,280,716",2022,Yes,6.061,,180977-1,Operational,"Project #3, De-Expansion #1",1/1/19,,Renewable Natural Gas,Vehicle Fuel,Local Use,,,1,0.0981,0.0079
1007722,1195,American LF,OH,7916 Chapel Street SE,Waynesburg,Stark,44688,40.72,-81.264,Private,WM,1976,2114,Open,"37,747,779",2022,Yes,3.304,0.454,1269-1,Operational,"Project #1, RNG",1/1/14,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,2.85,0.2794,0.0225
1006777,12061,Apex Sanitary Landfill,OH,11 County Road 78,Amsterdam,Jefferson,43903,40.435,-80.91,Private,Apex Environmental LLC,2005,2037,Open,"25,399,020",2022,Yes,4.202,0.176,181088-0,Operational,Project #1,8/14/18,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,3.47,0.3402,0.0274
1008034,1879,Arbor Hills Landfill,MI,10690 W. Six Mile Road,Northville,Washtenaw,48168,42.40684,-83.55579,Private,GFL Environmental USA Inc.,1970,2028,Open,"72,077,200",2022,Yes,13.231,6.894,201535-0,Operational,Project #2,6/30/23,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,,0,0
1002645,1467,Arlington LF,TX,800 Mosier Valley Road,Euless,Tarrant,76040,32.8,-97.108334,Public,"City of Arlington, TX",1965,2062,Open,"29,802,489",2022,Yes,3.851,0.284,201244-0,Operational,Project #2,12/1/19,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,3.57,0.35,0.0282
1007800,1479,Atascocita RDF,TX,3623 Wilson Road,Humble,Harris,77396,29.958334,-95.238334,Private,WM,1983,2042,Open,"41,607,927",2022,Yes,8.51,0.64,200969-0,Operational,Project #2,5/2/18,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,7.879,0.7725,0.0622
1003413,675,Benson Valley LF,KY,2157 Highway 151,Frankfort,Franklin,40601,38.13136,-84.9807,Private,"Republic Services, Inc.",1971,2062,Open,"6,434,779",2022,Yes,1.93,1.93,745-0,Operational,Project #1,8/31/23,,Renewable Natural Gas,Other,Pipeline Injection,,,,0,0
1000477,2141,Billings City Landfill,MT,5240 Jellison Road,Billings,Yellowstone,59101,45.7254,-108.545,Public,"City of Billings, MT",1969,2067,Open,"8,729,999",2022,Yes,0.863,,180208-0,Operational,Project #1,12/7/10,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,0.895,0.0878,0.0071
1005891,1812,Blue Ridge LF,TX,2200 FM 521,Fresno,Fort Bend,77545,29.5559,-95.4419,Private,"Republic Services, Inc.",1993,2096,Open,"27,249,191",2022,Yes,13.321,0.101,201010-0,Operational,Project #3,11/30/18,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,13.26,1.3001,0.1046
1007094,11460,Boyd County Sanitary Landfill,KY,1837 River Cities Drive,Ashland,Boyd,41102,38.3718,-82.747,Private,Rumpke,2004,2109,Open,"11,649,949",2022,Yes,2.937,1.337,181005-0,Operational,Project #1,5/13/21,,Renewable Natural Gas,Other,Pipeline Injection,,,1.68,0.1647,0.0145
1003356,1337,Bradley County LF,TN,282 Natures Trail,McDonald,Bradley,37353,35.157,-84.966,Public,"Bradley County, TN",1972,2046,Open,"6,883,955",2022,Yes,2.001,2.001,1413-0,Operational,Project #1,11/30/23,,Renewable Natural Gas,Other,Pipeline Injection,,,,0,0
1004026,1864,Brickyard Disposal & Recycling Inc.,IL,601 East Brickyard Road,Danville,Vermilion,61832,40.09966,-87.6163,Private,"Republic Services, Inc.",1972,2043,Open,"11,702,010",2022,Yes,1.969,1.969,201466-0,Operational,Project #2,2/20/24,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,,0,0
1000191,1745,Butler County Landfill Inc.,NE,3588 R Road,David City,Butler,68632,41.2613,-97.0423,Private,Waste Connections Inc. - Central Region,1986,2025,Open,"8,807,967",2022,Yes,1.678,0.528,200976-0,Operational,Project #2,7/26/19,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,1.15,0.1128,0.0091
1004491,11761,C.M. Hinton Jr Regional Landfill,TX,3175 Elm Grove Road,Rowlett,Dallas,75089,32.959,-96.543,Public,"City of Garland, TX",2002,2053,Open,"9,159,009",2022,Yes,4.174,0.005,181043-0,Operational,Project #1,8/11/21,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,4.17,0.4089,0.0329
1003102,1187,Carbon Limestone LF,OH,8100 South Stateline Road,Lowellville,Mahoning,44436,41.00163,-80.519,Private,"Republic Services, Inc.",1963,2059,Open,"41,146,343",2022,Yes,11.419,4.255,201544-0,Operational,Project #2,8/3/23,,Renewable Natural Gas,Other,Pipeline Injection,,,,0,0
1002649,1452,Carter Valley Landfill,TN,2825 Carters Valley Road,Church Hill,Hawkins,37642,36.5417,-82.7917,Private,"Republic Services, Inc.",1982,2116,Open,"9,000,310",2022,Yes,1.825,1.676,1528-1,Operational,"Project #1, Re-Start",5/7/19,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,,0,0
1005488,990,Chautauqua County Landfill,NY,3889 Towerville Road,Jamestown,Chautauqua,14701,42.2015,-79.3156,Public,"Chautauqua County, NY",1981,2042,Open,"8,539,463",2022,Yes,2.039,0,201322-0,Operational,Project #3,6/12/22,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,,0,0
1002359,2207,City of Charleston Landfill,WV,741 South Park Road,Charleston,Kanawha,25304,38.31279,-81.61854,Public,"City of Charleston, WV",1971,2026,Open,"5,743,184",2022,Yes,1.328,0.629,200981-0,Operational,Project #2,2/1/18,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,0.677,0.0664,0.0053
1007276,11822,City of Edinburg Landfill,TX,900 E. Encinitos Road,Edinburg,Hidalgo,78539,26.397651,-98.125471,Public,"City of Edinburg, TX",1977,2040,Open,"14,290,949",2022,Yes,3.071,0.039,181051-0,Operational,Project #1,5/3/16,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,3.04,0.2981,0.024
1006026,2052,City of Fort Smith Landfill,AR,5900 Commerce Road,Fort Smith,Sebastian,72916,35.2926,-94.3704,Public,"City of Fort Smith Department of Sanitation, AR",1981,2061,Open,"10,789,360",2022,Yes,2.183,0,180840-0,Operational,Project #2,5/1/06,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,2.184,0.2141,0.0172
1003646,1808,Coastal Plains RDF,TX,"21000 E Highway 6
1 mile E of county line, BTWN FM 517 & Hwy 6",Alvin,Galveston,77511,29.424167,-95.190834,Private,WM,1986,2037,Open,"24,234,767",2022,Yes,1.927,1.05,201451-0,Operational,Project #2,9/30/20,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,0.879,0.0862,0.0069
1006096,1660,Dane County LF #2-Rodefeld,WI,7102 U.S. Highway 12 & 18,Madison,Dane,53718,43.045,-89.254,Public,"Dane County Waste & Renewables, WI",1985,2031,Open,"6,746,724",2022,Yes,2.476,0.404,181070-0,Operational,Project #2,3/18/11,,Renewable Natural Gas,Vehicle Fuel,Local Use,,,0.03,0.0029,0.0002
1006096,1660,Dane County LF #2-Rodefeld,WI,7102 U.S. Highway 12 & 18,Madison,Dane,53718,43.045,-89.254,Public,"Dane County Waste & Renewables, WI",1985,2031,Open,"6,746,724",2022,Yes,2.476,0.404,181070-1,Operational,"Project #2, Expansion #1",6/1/13,,Renewable Natural Gas,Vehicle Fuel,Local Use,,,0.04,0.0039,0.0003
1006096,1660,Dane County LF #2-Rodefeld,WI,7102 U.S. Highway 12 & 18,Madison,Dane,53718,43.045,-89.254,Public,"Dane County Waste & Renewables, WI",1985,2031,Open,"6,746,724",2022,Yes,2.476,0.404,200991-0,Operational,Project #3,4/23/19,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,2.16,0.2118,0.017
1000473,619,Dubuque Metropolitan SLF,IA,101 Airborne Road,Dubuque,Dubuque,52003,42.45501,-90.77686,Public,"Dubuque Metropolitan Area Solid Waste Agency, IA",1976,2053,Open,"4,405,905",2022,Yes,1.033,0,689-0,Operational,Project #1,10/15/21,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,0.385,0.0378,0.003
1005795,890,Eagle Ridge Sanitary Landfill,MO,"13100 Hwy VV
2.5 miles east of Hwy 61 off of exit UU",Bowling Green,Pike,63334,39.4214,-91.2182,Private,Meridian Waste,1972,2079,Open,"2,947,535",2022,Yes,1.737,1.737,960-0,Operational,Project #1,8/10/23,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,,0,0
1007801,1227,East Oak SLF,OK,3201 Mosley Road,Oklahoma City,Oklahoma,73141,35.50373,-97.41513,Private,WM,1973,2073,Open,"22,348,619",2022,Yes,3.484,1.253,201436-0,Operational,Project #2,5/31/22,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,2.23,0.2186,0.0176
1007044,2200,Foothills Environmental Landfill,NC,2800 Cheraw Road,Lenoir,Caldwell,28645,35.915,-81.593,Private,"Republic Services, Inc.",1998,2038,Open,"7,082,170",2022,Yes,2.282,2.282,180283-0,Operational,Project #1,9/12/23,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,3.96,0.3883,0.0313
1002321,12101,Fort Bend Regional Landfill,TX,14115 Davis Estate Road,Needville,Fort Bend,77461,29.3965,-95.7259,Private,GFL Environmental USA Inc.,2004,2043,Open,"15,419,994",2022,Yes,3.285,0.241,181097-0,Operational,Project #1,6/2/13,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,3.04,0.2981,0.024
1003787,1175,Franklin County SLF,OH,3851 London-Groveport Road SR-665,Grove City,Franklin,43123,39.84186,-83.10904,Public,"Solid Waste Authority of Central Ohio, OH",1985,2067,Open,"29,305,936",2022,Yes,8.461,0.461,200849-0,Operational,Project #3,2/1/14,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,2.4,0.2353,0.0189
1003787,1175,Franklin County SLF,OH,3851 London-Groveport Road SR-665,Grove City,Franklin,43123,39.84186,-83.10904,Public,"Solid Waste Authority of Central Ohio, OH",1985,2067,Open,"29,305,936",2022,Yes,8.461,0.461,200849-1,Operational,"Project #3, Expansion #1",12/31/15,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,4.4,0.4314,0.0347
1003787,1175,Franklin County SLF,OH,3851 London-Groveport Road SR-665,Grove City,Franklin,43123,39.84186,-83.10904,Public,"Solid Waste Authority of Central Ohio, OH",1985,2067,Open,"29,305,936",2022,Yes,8.461,0.461,200849-2,Operational,"Project #3, Expansion #2",1/1/18,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,1.2,0.1177,0.0095
1005894,1810,Galveston County LF,TX,3935 Avenue A,Alta Loma,Galveston,77510,29.3881,-95.0559,Private,"Republic Services, Inc.",1973,2095,Open,"19,479,875",2022,Yes,2.651,0.501,101869-0,Operational,Project #1,10/2/19,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,2.15,0.2108,0.017
1007195,1667,Glacier Ridge Landfill LLC,WI,N7296 County Road V,Horicon,Dodge,53032,43.465,-88.555,Private,GFL Environmental USA Inc.,1960,2029,Open,"16,465,595",2022,Yes,3.024,0.135,201443-0,Operational,Project #3,10/31/20,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,2.46,0.2412,0.0194
1006737,1890,Granger Wood Street Landfill,MI,16980 Wood Road,Lansing,Clinton,48906,42.76355,-84.55778,Private,Granger Waste Management Corp.,1974,2060,Open,"12,914,907",2022,Yes,4.736,1.066,201546-0,Operational,Project #3,12/31/21,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,0.435,0.0427,0.0034
1001643,1288,Greentree Landfill,PA,635 Toby Road,Kersey,Elk,15846,41.2953,-78.6469,Private,Noble Environmental,1986,2065,Open,"26,755,341",2022,Yes,4.384,0,1363-0,Operational,Project #1,7/1/07,,Renewable Natural Gas,Electricity,Pipeline Injection,,,4.384,0.4298,0.0379
1005895,1503,Greenwood Farms Landfill,TX,12920 FM 2767,Tyler,Smith,75708,32.369167,-95.182501,Public,"City of Tyler, TX",1989,2371,Open,"11,660,817",2022,Yes,1.952,0.025,1580-0,Operational,Project #1,4/22/09,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,1.93,0.1892,0.0152
1005117,664,Hamm SLF,KS,16984 3rd Street,Lawrence,Jefferson,66044,39.0465,-95.2626,Private,"Hamm, Inc.",1982,2100,Open,"12,316,287",2022,Yes,3.047,0,734-0,Operational,Project #1,7/31/17,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,3.047,0.2988,0.024
1003103,1278,Imperial Sanitary Landfill,PA,11 Boggs Road,Imperial,Allegheny,15126,40.43512,-80.29125,Private,"Republic Services, Inc.",1973,2044,Open,"24,970,810",2022,Yes,8.222,3.31,1353-1,Operational,"Project #2, Vehicle Fuel",1/1/20,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,4.2,0.4118,0.0331
